CKG_NM,CKG_MTRL_CN
찰빵,[재료] 찹쌀가루 160g| 베이킹파우더 1작은술| 설탕 1큰술| 소금 1꼬집| 계란 1개| 우유1/2컵 정도| 각종견과류(검은깨) 조금
참깨베이글,[재료] 강력분 450g| 호밀가루 50g| 드라이이스트 3g| 소금 7g| 물 260g| 설탕 30g| 깨 2Ts
참나물샐러드,[재료] 돼지고기 안심 300그램| 참나물 2줌| 포도씨유 약간| 파슬리가루 약간 [양념] 기꼬망 토스티드 세사미 마리네이드소스 5큰술| 후춧가루 약간| 큐피화풍장유참깨드레싱
참치,[재료] 참치 400g| 잠두콩 100g| 마늘 2쪽| 로즈마리 10g| 세이지 15g| 마조람 15g| 민트 10g| 타임 15g| 올리브기름 100g| [양파케익]| 양파 큰 것 2개| 계란 노른자 2개| 버터 30g| 계란 흰자 2개| 올리브기름 약간 [양념] 소금 약간| 후추 약간
참치감자찌개,[재료] 감자 2개(220g)| 참치캔 1개(150g)| 양파 1개| 고추장 2수저| 고추가루 1수저| 청양고추 2개| 다진파 2수저| 다진마늘 1/2수저| 소금 조금| 후추 톡톡| 물 3컵
참치계란말이,[재료] 유정란 5개| 참치 100g| 당근 1/4개| 청주 1큰술| 대파 1/2대 [양념] 소금 약간| 오일 적당량
참치김밥,[재료] 참치 00~150g| 깻잎 8~10장| 김 4~5장| 밥 4~5큰주걱| 맛살| 단무지| 우엉 등 각각 4~5줄| 통깨 약간  [양념] 마요네즈| 참기름
참치김치찌개,[재료] 김치 1/3포기| 참치 통조림 100g| 두부 150g| 대파 1대| 멸치다신물 2~3컵 [양념] 김치국물 3큰술| 고춧가루 1큰술| 다진마늘 1작은술| 참기름 1/2큰술| 소금 약간
참치덮밥,[재료] 냉동참치| 무순| 밥| 양배추| 오이| 상추| 새싹채소| 깻잎| 양파 [참치밑간] 허브맛솔트| 올리브유 [덮밥 양념] 초고추장
참치마요김밥,[재료] 달걀 3개| 김밥용 김| 김밥용 단무지| 게맛살| 참치 1캔| 양파 1/2개| 밥 300g [양념] 식초| 소금| 설탕| 후춧가루| 마요네즈| 참기름
참치미역국,[재료] 참치캔 1개(150g)| 불린 미역 3컵| 양파 3/4개| 멸치육수 9컵 [멸치육수 재료] 물 10컵| 다시멸치 1줌| 건다시마 10x10센티 1장| 마늘(통) 10개 [양념] 국간장 2숟갈| 초피액젓 or 멸치액젓 2숟갈| 참기름 4숟갈| 소금| 후추
참치볶음밥,[재료] 밥 1공기가득| 참치 150g (중간짜리 통조림)| 당근 1/2개| 깨소금 1숟가락| 양파1/2개(중간짜리) [양념] 고추장 1숟가락| 오일 적당량 | 후추 조금| 간장 1.5숟가락| 구운김 조금(없으면생략)
참치비빔면,[재료] 캔 참치 1/2개| 비빔면| 삶은 달걀| 오이 적당량 [양념] 참기름| 통깨
참치삼각김밥,[재료] 밥 2공기| 참치캔 큰거 1개| 양파| 다진김치| 김밥용김 [양념] 고추장| 다진마늘| 참기름| 맛소금| 마요네즈
참치샌드위치,[재료] 빵(식빵이나 모닝빵등)| 참치캔| 마요네즈| 다진피클 [양념] 머스터드소스
참치야채전,[재료] 두부| 당근| 파| 버섯| 계란| 참치| 밀가루 [양념] 다진마늘| 소금| 후추
참치야채죽,[재료] 밥 2공기정도| 참치| 당근| 양파| 애호박| 표고버섯| 계란| 실파 [양념] 참치기름 1큰술| 다진마늘 1큰술| 소금 약간 | 후추 약간 | 생강가루 약간 
참치전,[재료] 참치통조림 1통| 감자 2개| 양파 1/2개| 달걀 1개 [양념] 카레가루 1작은술| 소금 1작은술| 후추 1/2작은술| 밀가루 4큰술| 버터 2큰술| 식물성 기름 1큰술
참치카레,[재료] 참치 1캔| 빨강파프리카 1/3개| 노랑파프리카 1/3개| 주황파프리카 1/3개| 녹색파프리카 1/3개| 양파 1/2개 [양념] 후추 약간| 카레가루 1Ts| 다진마늘 3통
참치피자,[재료] 감자(큰 것) 3개| 참치캔 1개| 계란 2개| 대파 1/4대 [양파볶음] 양파 1+1/2개| 소금 1꼬집| 간장 2큰술| 후춧가루 약간| 피자치즈 1컵| 체다치즈 2장| 소금 1작은술| 파슬리가루 약간| 식용유 약간
찹스테이크,[재료] 쇠고기 안심이나 등심 또는 채끝살 450g| 양송이버섯 10개| 노란파프리카 1개| 빨강파프리카 1개| 아스파라거스(생략가능) 7대 [고기밑간] 화이트와인(생략가능) 2큰술| 올리브오일 3큰술| 스테이크용 소금(또는 소금&후춧가루) 적당량 [양념재료] 바비큐소스 2큰술| 발사믹식초 2큰술| 통후추 적당량 [또 다른 양념재료] 시판 스테이크 소스 7큰술| 핫 소스 2큰술| 물엿 1큰술| 버터 1큰술| 후춧가루 적당량
찹쌀경단,[재료] 찹쌀가루 300g| 물 11스푼| 고운팥앙금 적당량| 노랑카스테라가루 약간| 연두색카스테라가루 약간| 흑임자가루 약간| 계피가루 약간| 생밤 1개| 대추 4개
찹쌀도넛,[재료] 박력분 100g| 찹쌀도넛믹스 100g| 버터 30g| 설탕 20g| 계란 1개| 우유 150cc [글레이즈] 슈가파우더 1/2컵| 우유 1큰술| 딸기가루 조금| 냉동건조딸기 조금
찹쌀브라우니,[재료] 찹쌀가루 90g| 무가당 코코아가루 10g| 베이킹 파우더 1작은술| 다크초콜릿 50g| 우유 90g| 달걀 1개| 달걀노른자 1개| 포도씨유 5g| 견과류 적당량 [양념] 설탕 25g
찹쌀호떡,[재료] 찹쌀가루(방앗간에서 빻은 것) 2컵| 브로콜리가루 1/2작은술| 뜨거운 물 1/3컵| 소금 1/2작은술| 아가베시럽 or꿀or메이플시럽| 땅콩| 해바라기씨| 검정깨
채소밥,[재료] 쌀 1컵| 유부 4장| 당근 35g| 애호박 15g| 건 표고버섯 (생 버섯도 가능) 3개| 참기름 2큰술+여유| 간장 1/2작은술| 다시마 우린 물 370-380ml 정도 [양념장] 간장 2큰술| 다시마 우린 물 (또는 물) 1큰술| 다진 파 1큰술| 다진 마늘 1알| 다진 고추 1개(작은 크기)| 다진 홍고추 1/3개| 통깨 약간| 참기름 1/2작은술
채소볶음밥,[재료] 양파 1/2개| 대파 1/2줄기| 파프리카 1/2개| 찬밥 2/3공기| 오이 1/3개 [양념] 굴소스 1T| 참기름 1T| 맛소금 1/4T
채소전,[재료] 상추 50g| 양배추 50g| 적양배추 30g| 양파 1/4개| 청양고추 1개| 홍고추 1개| 부침가루1컵| 물 3/4컵 [양념] 소금 1/5숟갈
천사채,[재료] 천사채 500g| 베이킹소다 1스푼| 물
청경채된장무침,[재료] 청경채 300g| 데침용 소금 약간 [양념] 시판된장 1t| 고추장 1ts| 들깨가루 1ts| 다진마늘 1/2ts | 들기름 적당량| 소금 약간| 통깨 약간
청경채무침,[재료] 청경채 150g [양념] 식초 1~2큰술| 고춧가루 1큰술| 고추장 1/2큰술| 다진파 1/2큰술| 다진마늘 1작은술| 설탕 1/2작은술| 간장 1작은술| 통깨 1작은술
청경채찜,[재료] 청경채 3통 [양념] 국간장 0.5T| 식초 0.5T| 연두 약간| 다진마늘 약간| 고춧가루 약간| 참기름 0.5T| 깨소금 약간
청국장,[재료] 청국장 8큰술| 신 김치 2줌| 무 2줌| 두부 팩으로 된것(약 400g) 1모| 버섯종류 2줌| 대파 1/4대| 홍고추 1개 [국물재료] 멸치육수 6컵| 다진 마늘 0.5큰술| 김치 국물 1/4컵
청국장찌개,[재료] 무 30~40g| 청국장 60~80g| 두부 100g| 대파 1/2대| 풋고추 1/2개 [양념] 멸치육수 300cc| 고춧가루 1작은술| 다진마늘 1작은술| 소금 약간
청양고추청,[재료] 청양고추 11개| 홍고추 1개| 올리고당 2/3통
청어조림,[재료] 청어 2마리(880g)| 무 1.3kg| 대파 1대| 양파 1.5개| 청양고추 2개| 홍고추 1개| 있으면 팽이버섯 1/2개| 국물용 멸치 8마리| 디포리 3마리| 다시마물 800ml| 액젓 2.5T| 간장 1T [양념] 고춧가루 3.5T| 올리고당 2T| 다진 마늘 2T| 다진 생강 1t| 다시마물 200ml
청포도스무디,[재료] 청포도| 청포도주스
체리쥬스,[바나나 쥬스 재료] 바나나 1| 체리 6| 불가리스 1| 꿀 1| 얼음 적당량
체리청,[재료] 체리 500g| 설탕 200g| 꿀 100g| 레몬 1/4개| 식초 2T
체리초콜릿,[재료(9개 분량)] | 다크 커버춰 초콜릿 80g| 다크 코팅 초콜릿 50g| 생크림 40g| 코앵트로(or 키리쉬) 2Ts| 마라시노 체리 9개
체리파이,[재료] 계란노른자 1개| [푀이타주(파이반죽)]| 박력분 150g| 강력분 150g| 물150cc| 버터 210g| 소금 3g [양념] 체리필링 1캔(595g)| 설탕 2T| 꿀 2T| 레몬즙 1T
체크쿠키,[플레인 반죽] 박력분 120g| 아몬드가루 20g| 슈가파우더 60g| 소금 0.5g| 달걀 20g| 바닐라오일 2~3방울 [초코반죽] 박력분 105g| 코코아가루 15g| 아몬드가루 20g| 슈가파우더 60g| 소금 0.5g| 달걀 20g| 바닐라오일 2~3방울
초계탕,[재료] 닭(작은 것) 1/2마리| 메밀국수 4인분 [향신재료] 통 마늘 5개| 통후추 5알| 대파 1대 [부재료] 계란(지단용) 1개| 맛살 3개| 대파 1/5대| 양배추 약간| 깻잎 약간| 노랑 피망 약간| 빨강 피망 약간| 오이 작은 크기 1개 [닭살양념재료] 소금 0.2작은술| 후춧가루 약간| 참기름 1큰술 [닭육수양념재료] 닭육수 1.5리터| 겨자장 1큰술| 식초 5큰술| 설탕 2작은술| 천일염 약간| 깨소금 1큰술 [부재료] 소금 0.3작은술| 설탕 1작은술| 식초 2큰술
초밥,[재료] 시중에서판매하는참치회| 밥 적당량| 묵은지 적당량 [양념] 와사비
초코마카롱,[재료] 아몬드가루 40g| 슈거파우더 60g| 코코아가루 20g| 달걀흰자 40g| 설탕 20g| 보라색소 약간| 머랭 안정제 4g(선택)| 피스타치오 약간 [가나슈 재료] 다크초콜릿 100g| 생크림 100g| 프라린 60g(선택)
초코머핀,[재료] 박력분 125g| 아몬드가루 20g| 버터 170g| 설탕 150g| 계란 3개| 코코아가루 12g| 베이킹파우다 4g| 바닐라오일 조금
초코바,[재료] 아몬드슬라이스| 쌀크로칸트| 헤즐넛| 생크림 [양념] 밀크 초콜릿200g
초코바나나케이크,[재료] 박력분 100g| 코코아가루 20g| 베이킹파우더 2g| 버터 80g| 설탕 40g| 달걀 2개| 케이크가루 45g| 마닐라엣센스 2방울| 토핑바나나 2개| 다진땅콩 2큰술| 펄슈가 2큰술| 슈가파우더 조금 | [바나나조림]| 바나나 2개| 버터 15g| 설탕 35g| 물 10g
초코볼,[재료] 박력분 70g| 코코아가루 20g| 전분 10g| 베이킹파우더 1g| 데코용 슈가파우더 [양념] 버터 80g| 슈가파우더 40g
초코브라우니,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금
초코샌드,[재료] 식빵| 초코잼 아니면 초콜릿 적당량| 컵| 식용유| 뒤집개| 후라이팬
초코쉬폰,[재료] 노른자 4개| 우유 60g| 박력분 60g| 흰자 4개 [양념] 설탕a 35g| 코코아가루 20g| 설탕b 35g
초코쉬폰케이크,[재료] 노른자 3개| 설탕 45g| 물 60g| 올리브유 60g| 박력분 90g| b.p 3g| 코코아가루 10g| 흰자 3개| 설탕 60g
초코식빵,[재료] 강력분 300g| 계란 1개| 이스트 5g| 키즈올리고당(초코맛) 3TS| 우유 170g| 설탕 10g| 소금 3g| 버터 20g
초코아몬드쿠키,[재료] 계란 65g| 아몬드파우더 30g| 박력분 220g| 코코아 파우더 20g| 구운통아몬드 | 버터 180g| 슈가파우더 120g| 바닐라슈가 2g
초코아이스크림,[재료] 우유 150g| 생크림 150g| 달걀 노른자 2개 [양념] 설탕 30g| 무가당 코코아가루 2큰술| 다크초콜릿 50g| 럼 1/2큰술
초코청크쿠키,[재료] 버터 80g| 설탕 45g| 달걀 1개| 다크초콜릿 40g| 박력분 140g| 베이킹파우더 1/2ts| 코코아가루 1Ts| 호두 적당량| 초코청크 적당량
초코츄러스,[재료] 우유 41g| 버터 25g| 소금 0.3g| 박력분 50g| 베이킹파우더 1g| 계란 1개
초코칩쿠키,[재료] 밀가루(중력분+박력분) 400g | 버터 140g| 황설탕 100g| 계란 2개| 베이킹소다 1/2ts| 소금 1/2ts| 커피액기스 2Ts| 코코아가루 2큰술| 호두 1줌| 초코칩 1컵| 설탕(선택가능) 50g
초코컵케이크,[재료] 밀가루박력분 120g| 베이킹코코아 5큰술| 베이킹파우더 1/2작은술| 베이킹소다 1/4작은술| 버터 150g| 설탕 150g| 달걀 3개| 우유 4큰술| 인스턴트커피 1큰술 [토핑] 생크림 200cc| 설탕 2큰술| 크림치즈 50g [장식 재료] 스프링클| 크리스마스 케?장식
초코케익,[재료] 박력분 40g| 코코아가루 50g| 다크초콜릿 100g| 버터 90g| 달걀 4개| [데코할 재료]| 슈가파우더 약간| 생크림등등 [양념] 설탕 120개| 생크림 60g
초코쿠키,[재료] 박력분 150g| 코코아가루 20g| 슈가파우더 90g| 포도씨유 40g| 다크초콜렛 75g| 베이킹파우더 1T| 계란 2개| 소금 약간| 슈가파우더 약간
초코크랙쿠키,[재료] 박력분 100g| 코코아가루 10g| 슈가파우더 80g| 계란 1개| B.P 1작은술| 올리브유 50g| 다크초콜릿 40g| 토핑용슈가파우더 약간| 소금 약간
초코크레이프,[반죽] 강력분 20g| 박력분 80g| 코코아가루 1큰술| 계란 3개| 설탕 20g| 소금| 우유 180ml| 버터 50g| 바닐라에센스 1/2작은술| 다크초콜릿 30g| 생크림(or 휘핑크림) 2큰술 [양념] 화이트 초콜릿
초코퐁듀,[재료] 판초코렛 3개| 바나나| 귤| 방울토마토| 브로콜리| 파프리카| 과자| 견과류| 머쉬멜로우| 식빵| 고구마
초콜렛,[재료] 생크림 120g| 다크초콜렛 200g| 밀크 초콜렛 110g| 물엿 10g| 버터 20g| 깔루아 40ml| 코코아가루 적당히
초콜릿,[재료] 초콜릿 적당량 | 중탕볼| 냄비| 볼| 온도계
초콜릿무스,[재료] 초콜릿 130g| 버터 50g| 계란노른자 2개| 코코아가루 15g| 생크림 100g| 설탕 5g
초콜릿칩쿠키,[재료] 버터 141g| 황설탕 73g| 설탕 50g| 물엿(or콘시럽) 2작은술| 우유 2작은술| 중력분 186g| 베이킹소다 1/2작은술| 소금 1/2작은술| 초콜릿칩 90g(192g)| 호두 분태 30g(108~144g) 
초콜릿케이크,[재료] 초콜릿 115g| 생크림 85g| 버터 60g| 노른자 3개| 박력분 24g| 코코아가루 45g| 흰자 3개| 설탕 100g
초콜릿쿠키,[재료] 유기농 박력 분200g| 베이킹파우더 2/3작은술| 버터 130g| 유기농설탕 40g| 유정란 1개| 바닐라오일 3방울| 밀크초콜릿 20g| 화이트초콜릿 20g
초콜릿타르트,[재료] 냉동생지(서울식품) 1개| 바나나 3개| 설탕 50g| 버터 40g [가나슈 ] 다크 초콜릿 300g| 생크림 150g| 럼주 3ts
초콜릿푸딩,[재료] 시판용 초콜릿(전 발리 제품을 사용) 70g | 생크림 100g| 달걀 노른자 2개| 우유 100g [양념] 설탕 20g
총각김치,[재료 12인분 기준] 알타리무 3단| 쪽파 1/2단| 물 3L| 굵은소금 3컵 [찹쌀풀 재료] 찹쌀가루 3큰술| 물 2컵 [양념장] 고춧가루 3컵| 멸치액젓 1컵| 새우젓 4큰술| 다진마늘 6큰술| 갈은 양파 1컵| 설탕 4.5큰술
총각무지짐,[재료] 총각김치 적당량| 된장 2T| 설탕 1.5T| 멸치다시육수 2컵| 버섯가루 1T| 참기름 약간
추러스,[재료] 박력분 100g| 강력분 100g| 우유 250g| 버터 50g| 달걀 3개| 럼주 5큰술 [부재료] 식용유| 설탕| 시나몬가루
춘천닭갈비,[재료] 뼈없는 닭살 2줌| 양배추 4장| 양파 1/2개| 당근 1/5개| 깻잎 10장| 대파 1뿌리| 떡볶이 떡 1줌 [양념] 포도씨유 2큰술| 카레가루 0.3큰술| 소금 약간| 후춧가루 약간 [양념장] 고추장 2큰술| 고춧가루 2큰술| 간장 1큰술| 설탕 2큰술| 다진마늘 1큰술| 참기름 1큰술| 청주 2큰술
충무김밥,[재료] 무 2줌| 오징어 1마리| 밥 2공기| 김 3장 [무절임물] 물 1컵| 식초 1/2컵| 설탕 4큰술| 소금 0.5큰술 [오징어양념] 고춧가루 2큰술| 고추장 0.5큰술| 간장 1큰술| 식초 0.5큰술| 다진마늘 0.5큰술| 설탕 0.5큰술| 물엿 1큰술| 참기름 0.3큰술| 후춧가루 약간
취나물된장무침,[재료] 취나물 1봉지 [양념] 된장 2T| 다진마늘 1/2T| 통깨 1T| 들기름 1T| 어슷썬 대파 1/4뿌리
취나물볶음,[재료] 데친 취나물 (물기 꽉 짠채로) 2줌| 물 1컵| 통깨 약간 [양념] 된장 1+1/2큰술| 참기름 2큰술| 다진마늘 1작은술| 다진파 2큰술| 국간장 1큰술
치아바타,[스폰지 만들기 재료] 우리밀 225그램| 물 240m| 인스턴트 드라이 이스트 1/4ts | 물 60ml| 인스턴트 드라이 이스트 1ts| 리오 올리브오일 1큰술| 빌링턴 몰라시스 비정제 설탕 1/2ts| 레이크 크리스탈 고운 소금 1ts| 성형용 올리브오일 3큰술
치아바타샌드위치,[치아바타 샌드위치] 치아바타 1개| 토마토 1개| 양상추 3~4장| 치즈 2장| 스팸 작은것 1캔| 마요네즈 약간| 머스타드소스 약간| 피클 약간 [민트 프라푸치노] 에스프레소 2샷(60ml)| 우유 120ml| 얼음 2컵| 시럽 40ml| 휘핑크림 적당량| 민트티백 2개
치즈김치볶음밥,[재료] 김치 1/8포기| 양파 1/2개| 햄 1/2컵| 모짜렐라 치즈 1줌| 밥 2공기 [양념] 고추장 0.5큰술| 고춧가루 0.3큰술| 간장 1큰술| 설탕 0.5큰술| 참기름 1큰술| 깨소금 약간
치즈김치전,[재료] 밀가루 1컵| 달걀 1개| 김치 양손 1줌| 물 적당량
치즈닭갈비,[재료] 닭가슴살| 쌀떡볶이| 대파| 양파| 청양고추| 마늘| 치즈 [양념] 떡볶이양념장
치즈떡볶이,[재료] 떡볶이떡 15~20개| 납작 어묵 2~3장| 굵은 파 1/2~1/3대| 양파 1/2개| 양배추 1줌| 모짜렐라치즈| 달걀| 만두| 우동(or라면 사리) 취향껏 [소스] 고추장 2큰술 듬뿍| 설탕 1큰술| 물엿 1큰술| 마늘(다진것) 3개| 카레가루 약간(취향껏)| 물 3~4컵
치즈머핀,[재료] 크림치즈 80g| 버터 70g| 설탕 130g| 달걀 150g| 박력분 150g| 아몬드가루 18g| 베이킹파우더 3g [초콜릿반죽] 버터 40g| 초콜릿 100g| 황설탕 50g| 달걀 50g| 박력분 36g| 코코아가루 10g| 바닐라오일 1/2t
치즈불닭,[재료] 닭가슴살 500g| 옥수수통조림 넉넉히| 모짜렐라치즈 넉넉히| 파슬리가루 약간 [닭밑간] 맛술 2큰술| 간장 1큰술| 후추 1/2작은술 [매운소스] 고추장 1큰술| 고춧가루 3큰술| 간장 3+1/2큰술| 물엿 1큰술| 설탕 1큰술| 맛술 2큰술| 사과 1/4개| 양파 1/4큰술| 청량고추 2개| 다진마늘 1큰술| 다진파 1 + 1/2큰술| 참기름 1큰술
치즈비스킷,[재료(8개 분량)] 박력분 220g| 베이킹 파우더 6g| 설탕 30g| 소금 1/4ts| 찬 버터 80g| 마스카포네치즈 120g| 우유 25g| 건블루베리 40g| 계란 노른자 약간| 물 약간
치즈빵,[재료] 강력분 300g| 따뜻한 물 180g| 인스턴트 드라이이스트 2티스푼| 체다치즈 4장| 설탕 6티스푼| 소금 약간| 버터 40g
치즈샌드,[재료] 우유 식빵 2장| 모짜렐라 치즈 적당량
치즈샐러드,[코티지 치즈 재료] 우유 500g| 소금 1/4ts| 레몬즙 1Ts [샐러드 재료] 상추| 로메인 [드레싱] 올리브유 2Ts| 홀그레인 머스타드 1Ts| 레몬즙 1/2Ts| 발사믹식초 1ts
치즈스틱,[재료] 식빵 3개| 피자치즈 원하는만큼| 빵가루 | 파슬리가루| 계란 1개| 포도씨유 1작은술
치즈아이스크림,[재료] 슬라이스치즈 4장| 우유 400g| 달걀노른자 4개| 설탕 80g| 생크림 200g
치즈오믈렛,[재료] 달걀 3개| 슬라이스치즈 2장| 우유 3T [양념] 소금 약간| 버터 약간
치즈케이크,[재료] 크림치즈 200g| 설탕 100g| 계란 84g| 옥수수전분 10g| 생크림 200g| 레몬껍질 1/2개| 다이제쿠키 1통| 버터 50g
치즈파스타,[재료] 네가지맛 치즈푸실리 1/2봉지| 찬물 300ml| 우유 200ml| 로레토 블랙 올리브 3큰술| 데친 브로콜리 1줌| 베이컨 2줄 [양념] 후춧가루 약간| 파슬리가루 약간
치즈함박스테이크,[재료] 소고기 다짐육 400g| 돼지고기 다짐육 200g| 양파| 대파| 빵가루| 계란? 1개| 피자치즈| 파슬리가루(생략가능)? [양념] 포도씨유| 스테이크소스| 소금 약간| 후추 약간
치킨그라탕,[재료] 닭가슴살 2쪽| 감자中 2개| 달걀 2개| 양파 1/2개| 피망 1/2개| 피자치즈 1컵| 우유 1/2컵 [밑간 양념] 마요네즈 1큰술| 소금 약간| 후춧가루 약간 [치킨양념] 케첩 2큰술| 굴소스 1큰술| 핫소스 1/2큰술| 다진마늘 1/2큰술| 맛술 1/2큰술| 소금 약간| 후춧가루 약간
치킨너겟,[재료] 닭가슴살 또는 안심살 250g| 계란 1개| 밀가루 3큰술| 카레가루 1작은술| 양파 1/2개| 냉동야채 1/2컵| 식용유 적당량 [양념] 허브솔트 조금| 후추 조금| 소금 1작은술
치킨데리야끼,[재료] 닭가슴살 2개| 양파 1/4개| 대파 1/2뿌리| 청량고추 2개 [양념] 소금| 후추 [조림간장 양념] 간장 5T| 설탕 2T| 미림 3T| 물 2T
치킨도리아,[재료] 닭가슴살 200g| 양파 1/2개| 청피망 1/2개| 홍피망 1/2개| 당근(작은것) 1/2개| 양송이버섯 2개| 베이컨 4장| 밥 2공기 [양념] 우스터소스 1+1/2TS| 케찹 5TS| 소금| 후춧가루 조금| 파슬리가루 조금 [닭가슴살밑간] 청주 1TS| 마늘 2알(다지기)| 소금| 후춧가루 조금 [화이트소스] 버터 2TS| 밀가루 2TS| 우유 220ml| 피자치즈 조금| 소금| 후춧가루 조금
치킨랩,[재료] 월계수잎| 양상치| 적채| 또띠아| 닭가슴살 [양념] 꿀| 머스터드소스| 마요네즈| 소금 약간| 후추 약간| 통후추
치킨마요,[재료] 햇반 2개| 닭가슴살 1쪽| 계란 2개| 밀가루| 빵가루| 김| 마요네즈 [닭가슴살 밑간] 소금| 후추 약간 [덮밥 소스] 간장 2T| 맛술 1T| 가쓰오부시장국 1T| 설탕 1/2T| 물 3T
치킨마요덮밥,[도리 가라아게 재료] 닭가슴살 또는 닭다리살 500g| 감자전분 3~4큰술| 튀김용 기름 1리터 [치킨마요덮밥(도리 가라아게동) 재료] 도리 가라아게 1줌| 밥 1공기| 계란 1개 [닭고기 밑간] 기꼬망 저염간장 4~5큰술| 청주 2큰술| 후추가루 1작은술 [치킨마요덮밥(도리 가라아게동) 양념] 소금 약간| 데리야키소스 2큰술| 다진실파 1큰술| 마요네즈 약간
치킨베이크,[재료] 피자빵믹스 180g| 물 100ml| 닭가슴살 130g| 새송이버섯 작은것 2개| 대파 1/2대| 양파 1/2개| 피자치즈 10TS| 포도씨유 1TS [양념] 소금 조금
치킨빠에야,[주재료] 닭고기 500g| 쌀 1C| 베이컨(소시지) 2줄| 양파 1/2개| 토마토 1개| 파프리카 1/2개| 마늘 2개| 육수(물) 1~2컵 [양념] 소금 1/2밥숟갈| 후추 약간| 강황가루(카레가루) 1밥숟갈(생략가능)
치킨샌드위치,[재료] 식빵 2장| 토마토 2개| 치즈 1장| 닭가슴살 1쪽| 양상추(or같은채소류) 적당량 [양념] 머스터드소스 적당량 | 마요네즈 약간 [데리야끼 소스] 간장 3큰술| 설탕 1+1/2큰술| 맛술 2큰술| 다진 마늘 1/2큰술| 레몬즙 1큰술
치킨샐러드,[재료] 닭안심살(150g) 5조각| 샐러드 야채 150g| 토마토 1개 [튀김재료] 계란 1개| 밀가루 1/3컵| 빵가루 1컵| 파슬리가루 약간| 식용유 1컵 [닭살 밑간 양념] 소금 약간| 후추 약간| 우유 2큰술 [소스] 허니머스터드소스 3큰술| 마요네즈 1큰술| 식초 0.5큰술| 꿀 1큰술
치킨스테이크,[재료] 닭가슴살 2쪽| 양파 1/3개| 청피망 1/3개| 홍피망 1/3개| 파프리카 1/2개| 사브로소 포도씨유 2큰술 [본 양념] 기꼬망 허니 머스터드 마리네이드소스 1큰술(아채용)| 후추가루 약간 [닭가슴살 밑간] 기꼬망 허니 머스터드 마리네이드 소스 4큰술| 후춧가루| 파슬리가루 약간
치킨스프,[재료] 닭안심살 60g| 빨강 파프리카 1/4개| 주황 파프리카 1/4개| 양파 1/4개 [양념] 우유 200ml| 소금 적당량| 밀가루 1Ts| 후추 약간
치킨시저샐러드,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간
치킨오븐구이,[재료] 닭날개 10개| 닭봉 10개| 튀김가루 1/2컵| 녹말가루 1/2컵| 카놀라유 5큰술 [닭고기 밑간] 허브솔트 1/2큰술| 생강즙 약간 [본 양념] 데리야끼소스 1/2컵
치킨커리,[재료] 닭안심 4~5개| 양파 1개| 당근 1/3개| 레몬 1개| 토마토 1개| 오이 1/5개| 양배추 조금| 밥 1그릇 [양념] 다진마늘 1/2T| 카레가루 1T| 오레가노가루 1/2T| 마요네즈 1T| 플레인요거트 3T| 버터 3T| 핫소스 조금| 식초 조금| 설탕 조금| 소금 조금| 후추 조금
치킨커틀릿,[재료] 닭 안심살(500g) 1팩| 콘플레이크 4컵 [닭밑간재료] 청주 1큰술| 우유 1큰술| 마요네즈 2큰술| 소금 0.3큰술| 후춧가루 적당량 [허니머스터드소스] 마요네즈 4큰술| 머스터드 2큰술| 꿀 2큰술| 레몬즙 1큰술| 소금 약간| 후춧가루 약간
치킨퀘사디아,[재료] 닭가슴살 1캔(150g)| 양파 1/2개| 양송이버섯 3개| 청피망 1/2개| 홍피망 1/2개| 또띠아(십팔인치) 4장| 또띠아(육인치) 2장| 오일 적당량 | 피자치즈 적당량 [닭고기볶음양념] 카레가루 1+1/2TS| 소금 약간 | 후춧가루 조금 [살사소스] 토마토| 올리브오일| 화이트와인| 식초| 소금
치킨텐더,[재료] 닭안심살 15쪽| 나초칩 15개| 밀가루 50g| 계란 2개| 식용유 적당량| 아몬드 100g| 케이준파우더 2T| 소금(또는허브솔트) 1/2T| 후추 1/2ts| 청주 3~4T| 파슬리가루 조금
치킨파이,[재료] 닭안심살 300g| 삶은달걀 3개| 베이컨 10장| 양파 1개| 옥수수캔 1/2컵| 파프리카 1/2개| 피망 1/2개| 새송이버섯 1개 [파이지 재료] 버터 50g| 설탕 2큰술| 박력분 2컵| 계란노른자 1개| 계란물용 노른자 1개 [양념] 후추 조금| 소금 조금| 돈가스소스 1큰술| 굴소스 1큰술| 버터| 포도씨유 적당량| 바질 조금| 마늘 1개| 파슬리가루 조금| 녹말 1작은술
